====
Starting job 9775138 at Wed  4 Mar 10:05:03 GMT 2026 for user dc-guan2.
Running on nodes: m8517
====
✅ Using NumPy with CPU.
Using /cosma/home/dp322/dc-guan2/folps/pipeline//config/p0p2b0_LRG2_nowindow.yml
Initialising power spectrum data from /cosma/home/dp322/dc-guan2/fitting/data/LRG/z0.8.
2: pk2_box_phmean
0: pk0_box_phmean
Initialising bispectrum data from /cosma/home/dp322/dc-guan2/fitting/data/LRG/z0.8.
000: bk000_box_phmean
Initialising baccoemu for the linear power spectrum...
Total time: 0.002840884526570638
Loading matrices from matrices_nfftlog128_Afull-True_use_TNS-False.npy
Starting sampling at 2026-03-04 10:05:08.530044 with 72 CPUs. 


Iter: 0it [00:00, ?it/s]
Iter: 0it [00:00, ?it/s, beta=0, calls=0, ESS=4000, logZ=0, logP=0, acc=0, steps=0, eff=0]
Iter: 0it [00:05, ?it/s, beta=0, calls=256, ESS=4000, logZ=0, logP=-7.55e+6, acc=1, steps=1, eff=1]
Iter: 1it [00:05,  5.82s/it, beta=0, calls=256, ESS=4000, logZ=0, logP=-7.55e+6, acc=1, steps=1, eff=1]
Iter: 1it [00:11,  5.82s/it, beta=0, calls=512, ESS=4000, logZ=0, logP=-6.6e+6, acc=1, steps=1, eff=1] 
Iter: 2it [00:11,  5.49s/it, beta=0, calls=512, ESS=4000, logZ=0, logP=-6.6e+6, acc=1, steps=1, eff=1]
Iter: 2it [00:16,  5.49s/it, beta=0, calls=768, ESS=4000, logZ=0, logP=-6.32e+6, acc=1, steps=1, eff=1]
Iter: 3it [00:16,  5.43s/it, beta=0, calls=768, ESS=4000, logZ=0, logP=-6.32e+6, acc=1, steps=1, eff=1]
Iter: 3it [00:21,  5.43s/it, beta=0, calls=1024, ESS=4000, logZ=0, logP=-1.29e+7, acc=1, steps=1, eff=1]
Iter: 4it [00:21,  5.40s/it, beta=0, calls=1024, ESS=4000, logZ=0, logP=-1.29e+7, acc=1, steps=1, eff=1]
Iter: 4it [00:26,  5.40s/it, beta=0, calls=1280, ESS=4000, logZ=0, logP=-5.96e+6, acc=1, steps=1, eff=1]
Iter: 5it [00:26,  5.33s/it, beta=0, calls=1280, ESS=4000, logZ=0, logP=-5.96e+6, acc=1, steps=1, eff=1]
Iter: 5it [00:32,  5.33s/it, beta=0, calls=1536, ESS=4000, logZ=0, logP=-4.43e+6, acc=1, steps=1, eff=1]
Iter: 6it [00:32,  5.31s/it, beta=0, calls=1536, ESS=4000, logZ=0, logP=-4.43e+6, acc=1, steps=1, eff=1]
Iter: 6it [00:37,  5.31s/it, beta=0, calls=1792, ESS=4000, logZ=0, logP=-5.87e+6, acc=1, steps=1, eff=1]
Iter: 7it [00:37,  5.28s/it, beta=0, calls=1792, ESS=4000, logZ=0, logP=-5.87e+6, acc=1, steps=1, eff=1]
Iter: 7it [00:42,  5.28s/it, beta=0, calls=2048, ESS=4000, logZ=0, logP=-1.91e+7, acc=1, steps=1, eff=1]
Iter: 8it [00:42,  5.23s/it, beta=0, calls=2048, ESS=4000, logZ=0, logP=-1.91e+7, acc=1, steps=1, eff=1]
Iter: 8it [00:48,  5.23s/it, beta=0, calls=2304, ESS=4000, logZ=0, logP=-9.58e+6, acc=1, steps=1, eff=1]
Iter: 9it [00:48,  5.28s/it, beta=0, calls=2304, ESS=4000, logZ=0, logP=-9.58e+6, acc=1, steps=1, eff=1]
Iter: 9it [00:53,  5.28s/it, beta=0, calls=2560, ESS=4000, logZ=0, logP=-7.34e+6, acc=1, steps=1, eff=1]
Iter: 10it [00:53,  5.27s/it, beta=0, calls=2560, ESS=4000, logZ=0, logP=-7.34e+6, acc=1, steps=1, eff=1]
Iter: 10it [00:58,  5.27s/it, beta=0, calls=2816, ESS=4000, logZ=0, logP=-8.38e+6, acc=1, steps=1, eff=1]
Iter: 11it [00:58,  5.25s/it, beta=0, calls=2816, ESS=4000, logZ=0, logP=-8.38e+6, acc=1, steps=1, eff=1]
Iter: 11it [01:03,  5.25s/it, beta=0, calls=3072, ESS=4000, logZ=0, logP=-4.47e+6, acc=1, steps=1, eff=1]
Iter: 12it [01:03,  5.31s/it, beta=0, calls=3072, ESS=4000, logZ=0, logP=-4.47e+6, acc=1, steps=1, eff=1]
Iter: 12it [01:09,  5.31s/it, beta=0, calls=3328, ESS=4000, logZ=0, logP=-4.65e+6, acc=1, steps=1, eff=1]
Iter: 13it [01:09,  5.29s/it, beta=0, calls=3328, ESS=4000, logZ=0, logP=-4.65e+6, acc=1, steps=1, eff=1]
Iter: 13it [01:14,  5.29s/it, beta=0, calls=3584, ESS=4000, logZ=0, logP=-8.54e+6, acc=1, steps=1, eff=1]
Iter: 14it [01:14,  5.32s/it, beta=0, calls=3584, ESS=4000, logZ=0, logP=-8.54e+6, acc=1, steps=1, eff=1]
Iter: 14it [01:19,  5.32s/it, beta=0, calls=3840, ESS=4000, logZ=0, logP=-8.05e+6, acc=1, steps=1, eff=1]
Iter: 15it [01:19,  5.26s/it, beta=0, calls=3840, ESS=4000, logZ=0, logP=-8.05e+6, acc=1, steps=1, eff=1]
Iter: 15it [01:25,  5.26s/it, beta=0, calls=4096, ESS=4000, logZ=0, logP=-5.09e+6, acc=1, steps=1, eff=1]
Iter: 16it [01:25,  5.38s/it, beta=0, calls=4096, ESS=4000, logZ=0, logP=-5.09e+6, acc=1, steps=1, eff=1]
Iter: 16it [01:30,  5.38s/it, beta=0, calls=4352, ESS=4000, logZ=0, logP=-7.46e+6, acc=1, steps=1, eff=1]
Iter: 17it [01:30,  5.39s/it, beta=0, calls=4352, ESS=4000, logZ=0, logP=-7.46e+6, acc=1, steps=1, eff=1]
Iter: 17it [01:35,  5.39s/it, beta=0, calls=4608, ESS=4000, logZ=0, logP=-5.58e+6, acc=1, steps=1, eff=1]
Iter: 18it [01:35,  5.34s/it, beta=0, calls=4608, ESS=4000, logZ=0, logP=-5.58e+6, acc=1, steps=1, eff=1]
Iter: 18it [01:41,  5.34s/it, beta=0, calls=4864, ESS=4000, logZ=0, logP=-1.52e+7, acc=1, steps=1, eff=1]
Iter: 19it [01:41,  5.40s/it, beta=0, calls=4864, ESS=4000, logZ=0, logP=-1.52e+7, acc=1, steps=1, eff=1]
