====
Starting job 9756546 at Tue  3 Mar 11:47:01 GMT 2026 for user dc-guan2.
Running on nodes: m8262
====
✅ Using NumPy with CPU.
Using /cosma/home/dp322/dc-guan2/folps/pipeline//config/p0p2b0_LRG2_nowindow.yml
Initialising power spectrum data from /cosma/home/dp322/dc-guan2/fitting/data/LRG/z0.8.
0: pk0_box_phmean
2: pk2_box_phmean
Initialising bispectrum data from /cosma/home/dp322/dc-guan2/fitting/data/LRG/z0.8.
000: bk000_box_phmean
Initialising baccoemu for the linear power spectrum...
Total time: 0.007587627569834391
Loading matrices from matrices_nfftlog128_Afull-True_use_TNS-False.npy
Starting sampling at 2026-03-03 11:47:15.582608 with 72 CPUs. 


Iter: 0it [00:00, ?it/s]
Iter: 0it [00:00, ?it/s, beta=0, calls=0, ESS=4000, logZ=0, logP=0, acc=0, steps=0, eff=0]
Iter: 0it [00:07, ?it/s, beta=0, calls=256, ESS=4000, logZ=0, logP=-1.73e+7, acc=1, steps=1, eff=1]
Iter: 1it [00:07,  7.17s/it, beta=0, calls=256, ESS=4000, logZ=0, logP=-1.73e+7, acc=1, steps=1, eff=1]
Iter: 1it [00:13,  7.17s/it, beta=0, calls=512, ESS=4000, logZ=0, logP=-2.36e+7, acc=1, steps=1, eff=1]
Iter: 2it [00:13,  6.70s/it, beta=0, calls=512, ESS=4000, logZ=0, logP=-2.36e+7, acc=1, steps=1, eff=1]
Iter: 2it [00:20,  6.70s/it, beta=0, calls=768, ESS=4000, logZ=0, logP=-1.12e+7, acc=1, steps=1, eff=1]
Iter: 3it [00:20,  6.61s/it, beta=0, calls=768, ESS=4000, logZ=0, logP=-1.12e+7, acc=1, steps=1, eff=1]
Iter: 3it [00:26,  6.61s/it, beta=0, calls=1024, ESS=4000, logZ=0, logP=-7.4e+6, acc=1, steps=1, eff=1]
Iter: 4it [00:26,  6.46s/it, beta=0, calls=1024, ESS=4000, logZ=0, logP=-7.4e+6, acc=1, steps=1, eff=1]
Iter: 4it [00:32,  6.46s/it, beta=0, calls=1280, ESS=4000, logZ=0, logP=-1.75e+7, acc=1, steps=1, eff=1]
Iter: 5it [00:32,  6.46s/it, beta=0, calls=1280, ESS=4000, logZ=0, logP=-1.75e+7, acc=1, steps=1, eff=1]
Iter: 5it [00:38,  6.46s/it, beta=0, calls=1536, ESS=4000, logZ=0, logP=-5.02e+6, acc=1, steps=1, eff=1]
Iter: 6it [00:38,  6.36s/it, beta=0, calls=1536, ESS=4000, logZ=0, logP=-5.02e+6, acc=1, steps=1, eff=1]
Iter: 6it [00:45,  6.36s/it, beta=0, calls=1792, ESS=4000, logZ=0, logP=-1.16e+7, acc=1, steps=1, eff=1]
Iter: 7it [00:45,  6.53s/it, beta=0, calls=1792, ESS=4000, logZ=0, logP=-1.16e+7, acc=1, steps=1, eff=1]
Iter: 7it [00:51,  6.53s/it, beta=0, calls=2048, ESS=4000, logZ=0, logP=-1e+7, acc=1, steps=1, eff=1]   
Iter: 8it [00:51,  6.28s/it, beta=0, calls=2048, ESS=4000, logZ=0, logP=-1e+7, acc=1, steps=1, eff=1]
Iter: 19it [02:01,  6.38s/it, beta=0, calls=4864, ESS=4000, logZ=0, logP=-6.22e+6, acc=1, steps=1, eff=1]
Iter: 19it [02:07,  6.38s/it, beta=0, calls=5120, ESS=4000, logZ=0, logP=-1.29e+7, acc=1, steps=1, eff=1]
Iter: 20it [02:07,  6.28s/it, beta=0, calls=5120, ESS=4000, logZ=0, logP=-1.29e+7, acc=1, steps=1, eff=1]
Iter: 20it [02:14,  6.28s/it, beta=0, calls=5376, ESS=4000, logZ=0, logP=-8.17e+6, acc=1, steps=1, eff=1]
Iter: 21it [02:14,  6.35s/it, beta=0, calls=5376, ESS=4000, logZ=0, logP=-8.17e+6, acc=1, steps=1, eff=1]
Iter: 21it [02:20,  6.35s/it, beta=0, calls=5632, ESS=4000, logZ=0, logP=-1.93e+7, acc=1, steps=1, eff=1]
Iter: 22it [02:20,  6.37s/it, beta=0, calls=5632, ESS=4000, logZ=0, logP=-1.93e+7, acc=1, steps=1, eff=1]
Iter: 22it [02:26,  6.37s/it, beta=0, calls=5888, ESS=4000, logZ=0, logP=-1.98e+7, acc=1, steps=1, eff=1]
Iter: 23it [02:26,  6.34s/it, beta=0, calls=5888, ESS=4000, logZ=0, logP=-1.98e+7, acc=1, steps=1, eff=1]
Iter: 23it [02:33,  6.34s/it, beta=0, calls=6144, ESS=4000, logZ=0, logP=-1.02e+7, acc=1, steps=1, eff=1]
Iter: 24it [02:33,  6.46s/it, beta=0, calls=6144, ESS=4000, logZ=0, logP=-1.02e+7, acc=1, steps=1, eff=1]
Iter: 24it [02:40,  6.46s/it, beta=0, calls=6400, ESS=4000, logZ=0, logP=-1.02e+7, acc=1, steps=1, eff=1]
Iter: 25it [02:40,  6.47s/it, beta=0, calls=6400, ESS=4000, logZ=0, logP=-1.02e+7, acc=1, steps=1, eff=1]Saving PMC state to /cosma/home/dp322/dc-guan2/folps/pipeline/results/LRG/z0.8/p0p2b0_noresc_thirdtest_25.state

Iter: 25it [02:46,  6.47s/it, beta=0, calls=6656, ESS=4000, logZ=0, logP=-1.14e+7, acc=1, steps=1, eff=1]
Iter: 26it [02:46,  6.54s/it, beta=0, calls=6656, ESS=4000, logZ=0, logP=-1.14e+7, acc=1, steps=1, eff=1]
Iter: 26it [02:53,  6.54s/it, beta=0, calls=6912, ESS=4000, logZ=0, logP=-1.4e+7, acc=1, steps=1, eff=1] 
Iter: 27it [02:53,  6.54s/it, beta=0, calls=6912, ESS=4000, logZ=0, logP=-1.4e+7, acc=1, steps=1, eff=1]
Iter: 27it [02:59,  6.54s/it, beta=0, calls=7168, ESS=4000, logZ=0, logP=-1.5e+7, acc=1, steps=1, eff=1]
Iter: 28it [02:59,  6.44s/it, beta=0, calls=7168, ESS=4000, logZ=0, logP=-1.5e+7, acc=1, steps=1, eff=1]
Iter: 28it [03:05,  6.44s/it, beta=0, calls=7424, ESS=4000, logZ=0, logP=-5.53e+6, acc=1, steps=1, eff=1]
Iter: 29it [03:05,  6.35s/it, beta=0, calls=7424, ESS=4000, logZ=0, logP=-5.53e+6, acc=1, steps=1, eff=1]
Iter: 29it [03:12,  6.35s/it, beta=0, calls=7680, ESS=4000, logZ=0, logP=-8.6e+6, acc=1, steps=1, eff=1] 
Iter: 30it [03:12,  6.40s/it, beta=0, calls=7680, ESS=4000, logZ=0, logP=-8.6e+6, acc=1, steps=1, eff=1]
Iter: 31it [03:12,  6.40s/it, beta=4.53e-6, calls=7680, ESS=4008, logZ=-0.988, logP=-8.6e+6, acc=1, steps=1, eff=1]
Iter: 31it [03:43,  6.40s/it, beta=4.53e-6, calls=7936, ESS=4008, logZ=-0.988, logP=-9.93e+4, acc=0.574, steps=1, eff=1]
Iter: 31it [03:51,  6.40s/it, beta=4.53e-6, calls=8192, ESS=4008, logZ=-0.988, logP=-9.36e+4, acc=0.49, steps=2, eff=1] 
Iter: 31it [04:00,  6.40s/it, beta=4.53e-6, calls=8448, ESS=4008, logZ=-0.988, logP=-8.42e+4, acc=0.464, steps=3, eff=1]
Iter: 31it [04:08,  6.40s/it, beta=4.53e-6, calls=8704, ESS=4008, logZ=-0.988, logP=-8.47e+4, acc=0.455, steps=4, eff=1]
Iter: 31it [04:17,  6.40s/it, beta=4.53e-6, calls=8960, ESS=4008, logZ=-0.988, logP=-8.01e+4, acc=0.419, steps=5, eff=1]
Iter: 31it [04:25,  6.40s/it, beta=4.53e-6, calls=9216, ESS=4008, logZ=-0.988, logP=-7.96e+4, acc=0.438, steps=6, eff=1]
Iter: 31it [04:34,  6.40s/it, beta=4.53e-6, calls=9472, ESS=4008, logZ=-0.988, logP=-8.17e+4, acc=0.416, steps=7, eff=1]
Iter: 31it [04:42,  6.40s/it, beta=4.53e-6, calls=9728, ESS=4008, logZ=-0.988, logP=-8.31e+4, acc=0.406, steps=8, eff=1]
Iter: 31it [04:51,  6.40s/it, beta=4.53e-6, calls=9984, ESS=4008, logZ=-0.988, logP=-8.23e+4, acc=0.414, steps=9, eff=1]
Iter: 31it [05:00,  6.40s/it, beta=4.53e-6, calls=10240, ESS=4008, logZ=-0.988, logP=-8.56e+4, acc=0.401, steps=10, eff=1]
Iter: 31it [05:09,  6.40s/it, beta=4.53e-6, calls=10496, ESS=4008, logZ=-0.988, logP=-8.4e+4, acc=0.416, steps=11, eff=1] 
Iter: 31it [05:17,  6.40s/it, beta=4.53e-6, calls=10752, ESS=4008, logZ=-0.988, logP=-8.76e+4, acc=0.449, steps=12, eff=1]
Iter: 31it [05:26,  6.40s/it, beta=4.53e-6, calls=11008, ESS=4008, logZ=-0.988, logP=-8.68e+4, acc=0.442, steps=13, eff=1]
Iter: 31it [05:34,  6.40s/it, beta=4.53e-6, calls=11264, ESS=4008, logZ=-0.988, logP=-8.44e+4, acc=0.403, steps=14, eff=1]
Iter: 32it [05:34, 36.36s/it, beta=4.53e-6, calls=11264, ESS=4008, logZ=-0.988, logP=-8.44e+4, acc=0.403, steps=14, eff=1]
Iter: 32it [05:34, 36.36s/it, beta=5.96e-6, calls=11264, ESS=3979, logZ=-1.11, logP=-8.44e+4, acc=0.403, steps=14, eff=1] 
Iter: 32it [05:43, 36.36s/it, beta=5.96e-6, calls=11520, ESS=3979, logZ=-1.11, logP=-7.87e+4, acc=0.555, steps=1, eff=1] 
Iter: 32it [05:52, 36.36s/it, beta=5.96e-6, calls=11776, ESS=3979, logZ=-1.11, logP=-8.57e+4, acc=0.474, steps=2, eff=1]
Iter: 32it [06:00, 36.36s/it, beta=5.96e-6, calls=12032, ESS=3979, logZ=-1.11, logP=-8.69e+4, acc=0.486, steps=3, eff=1]
Iter: 32it [06:08, 36.36s/it, beta=5.96e-6, calls=12288, ESS=3979, logZ=-1.11, logP=-8.26e+4, acc=0.41, steps=4, eff=1] 
Iter: 32it [06:17, 36.36s/it, beta=5.96e-6, calls=12544, ESS=3979, logZ=-1.11, logP=-8.95e+4, acc=0.4, steps=5, eff=1] 
Iter: 32it [06:26, 36.36s/it, beta=5.96e-6, calls=12800, ESS=3979, logZ=-1.11, logP=-8.73e+4, acc=0.43, steps=6, eff=1]
Iter: 32it [06:35, 36.36s/it, beta=5.96e-6, calls=13056, ESS=3979, logZ=-1.11, logP=-8.28e+4, acc=0.434, steps=7, eff=1]
Iter: 32it [06:43, 36.36s/it, beta=5.96e-6, calls=13312, ESS=3979, logZ=-1.11, logP=-7.92e+4, acc=0.397, steps=8, eff=1]
Iter: 33it [06:43, 44.39s/it, beta=5.96e-6, calls=13312, ESS=3979, logZ=-1.11, logP=-7.92e+4, acc=0.397, steps=8, eff=1]
Iter: 33it [06:43, 44.39s/it, beta=7.39e-6, calls=13312, ESS=3989, logZ=-1.21, logP=-7.92e+4, acc=0.397, steps=8, eff=1]
Iter: 33it [06:52, 44.39s/it, beta=7.39e-6, calls=13568, ESS=3989, logZ=-1.21, logP=-6.79e+4, acc=0.506, steps=1, eff=1]
Iter: 33it [07:01, 44.39s/it, beta=7.39e-6, calls=13824, ESS=3989, logZ=-1.21, logP=-6.96e+4, acc=0.505, steps=2, eff=1]
Iter: 33it [07:09, 44.39s/it, beta=7.39e-6, calls=14080, ESS=3989, logZ=-1.21, logP=-7.12e+4, acc=0.461, steps=3, eff=1]
Iter: 33it [07:17, 44.39s/it, beta=7.39e-6, calls=14336, ESS=3989, logZ=-1.21, logP=-6.88e+4, acc=0.416, steps=4, eff=1]
Iter: 33it [07:26, 44.39s/it, beta=7.39e-6, calls=14592, ESS=3989, logZ=-1.21, logP=-7.3e+4, acc=0.4, steps=5, eff=1]   
Iter: 33it [07:34, 44.39s/it, beta=7.39e-6, calls=14848, ESS=3989, logZ=-1.21, logP=-7.2e+4, acc=0.428, steps=6, eff=1]
Iter: 33it [07:42, 44.39s/it, beta=7.39e-6, calls=15104, ESS=3989, logZ=-1.21, logP=-7.12e+4, acc=0.425, steps=7, eff=1]
Iter: 33it [07:51, 44.39s/it, beta=7.39e-6, calls=15360, ESS=3989, logZ=-1.21, logP=-6.85e+4, acc=0.404, steps=8, eff=1]
Iter: 33it [07:59, 44.39s/it, beta=7.39e-6, calls=15616, ESS=3989, logZ=-1.21, logP=-6.78e+4, acc=0.341, steps=9, eff=1]
Iter: 33it [08:08, 44.39s/it, beta=7.39e-6, calls=15872, ESS=3989, logZ=-1.21, logP=-7.11e+4, acc=0.425, steps=10, eff=1]
Iter: 33it [08:16, 44.39s/it, beta=7.39e-6, calls=16128, ESS=3989, logZ=-1.21, logP=-6.86e+4, acc=0.379, steps=11, eff=1]
Iter: 33it [08:25, 44.39s/it, beta=7.39e-6, calls=16384, ESS=3989, logZ=-1.21, logP=-6.85e+4, acc=0.359, steps=12, eff=1]
Iter: 33it [08:34, 44.39s/it, beta=7.39e-6, calls=16640, ESS=3989, logZ=-1.21, logP=-7.17e+4, acc=0.414, steps=13, eff=1]
Iter: 33it [08:42, 44.39s/it, beta=7.39e-6, calls=16896, ESS=3989, logZ=-1.21, logP=-7.65e+4, acc=0.357, steps=14, eff=1]
Iter: 33it [08:51, 44.39s/it, beta=7.39e-6, calls=17152, ESS=3989, logZ=-1.21, logP=-7.43e+4, acc=0.357, steps=15, eff=1]
Iter: 33it [09:00, 44.39s/it, beta=7.39e-6, calls=17408, ESS=3989, logZ=-1.21, logP=-6.8e+4, acc=0.368, steps=16, eff=1] 
Iter: 33it [09:08, 44.39s/it, beta=7.39e-6, calls=17664, ESS=3989, logZ=-1.21, logP=-6.8e+4, acc=0.375, steps=17, eff=1]
Iter: 34it [09:08, 70.64s/it, beta=7.39e-6, calls=17664, ESS=3989, logZ=-1.21, logP=-6.8e+4, acc=0.375, steps=17, eff=1]
Iter: 34it [09:08, 70.64s/it, beta=8.82e-6, calls=17664, ESS=4025, logZ=-1.31, logP=-6.8e+4, acc=0.375, steps=17, eff=1]
Iter: 34it [09:17, 70.64s/it, beta=8.82e-6, calls=17920, ESS=4025, logZ=-1.31, logP=-6.42e+4, acc=0.518, steps=1, eff=1]
Iter: 34it [09:25, 70.64s/it, beta=8.82e-6, calls=18176, ESS=4025, logZ=-1.31, logP=-6.17e+4, acc=0.487, steps=2, eff=1]
Iter: 34it [09:34, 70.64s/it, beta=8.82e-6, calls=18432, ESS=4025, logZ=-1.31, logP=-6.04e+4, acc=0.441, steps=3, eff=1]
Iter: 34it [09:43, 70.64s/it, beta=8.82e-6, calls=18688, ESS=4025, logZ=-1.31, logP=-6.01e+4, acc=0.423, steps=4, eff=1]
Iter: 34it [09:51, 70.64s/it, beta=8.82e-6, calls=18944, ESS=4025, logZ=-1.31, logP=-5.93e+4, acc=0.4, steps=5, eff=1]  
Iter: 34it [10:00, 70.64s/it, beta=8.82e-6, calls=19200, ESS=4025, logZ=-1.31, logP=-5.66e+4, acc=0.364, steps=6, eff=1]
Iter: 34it [10:08, 70.64s/it, beta=8.82e-6, calls=19456, ESS=4025, logZ=-1.31, logP=-6.32e+4, acc=0.434, steps=7, eff=1]
Iter: 34it [10:17, 70.64s/it, beta=8.82e-6, calls=19712, ESS=4025, logZ=-1.31, logP=-6.14e+4, acc=0.401, steps=8, eff=1]
Iter: 34it [10:26, 70.64s/it, beta=8.82e-6, calls=2e+4, ESS=4025, logZ=-1.31, logP=-6.16e+4, acc=0.36, steps=9, eff=1]  
Iter: 34it [10:34, 70.64s/it, beta=8.82e-6, calls=20224, ESS=4025, logZ=-1.31, logP=-6.23e+4, acc=0.363, steps=10, eff=1]
Iter: 34it [10:43, 70.64s/it, beta=8.82e-6, calls=20480, ESS=4025, logZ=-1.31, logP=-6.25e+4, acc=0.379, steps=11, eff=1]
Iter: 34it [10:51, 70.64s/it, beta=8.82e-6, calls=20736, ESS=4025, logZ=-1.31, logP=-6.03e+4, acc=0.409, steps=12, eff=1]
Iter: 34it [11:00, 70.64s/it, beta=8.82e-6, calls=20992, ESS=4025, logZ=-1.31, logP=-6.37e+4, acc=0.371, steps=13, eff=1]
Iter: 34it [11:08, 70.64s/it, beta=8.82e-6, calls=21248, ESS=4025, logZ=-1.31, logP=-6.89e+4, acc=0.39, steps=14, eff=1] 
Iter: 35it [11:08, 84.21s/it, beta=8.82e-6, calls=21248, ESS=4025, logZ=-1.31, logP=-6.89e+4, acc=0.39, steps=14, eff=1]
Iter: 35it [11:09, 84.21s/it, beta=1.07e-5, calls=21248, ESS=4005, logZ=-1.42, logP=-6.89e+4, acc=0.39, steps=14, eff=1]
Iter: 35it [11:31, 84.21s/it, beta=1.07e-5, calls=21504, ESS=4005, logZ=-1.42, logP=-5.7e+4, acc=0.577, steps=1, eff=1] 
Iter: 35it [11:39, 84.21s/it, beta=1.07e-5, calls=21760, ESS=4005, logZ=-1.42, logP=-5.73e+4, acc=0.542, steps=2, eff=1]
Iter: 35it [11:48, 84.21s/it, beta=1.07e-5, calls=22016, ESS=4005, logZ=-1.42, logP=-6.21e+4, acc=0.494, steps=3, eff=1]
Iter: 35it [11:57, 84.21s/it, beta=1.07e-5, calls=22272, ESS=4005, logZ=-1.42, logP=-5.65e+4, acc=0.491, steps=4, eff=1]
Iter: 35it [12:05, 84.21s/it, beta=1.07e-5, calls=22528, ESS=4005, logZ=-1.42, logP=-5.21e+4, acc=0.506, steps=5, eff=1]
Iter: 35it [12:14, 84.21s/it, beta=1.07e-5, calls=22784, ESS=4005, logZ=-1.42, logP=-5.09e+4, acc=0.455, steps=6, eff=1]
Iter: 35it [12:22, 84.21s/it, beta=1.07e-5, calls=23040, ESS=4005, logZ=-1.42, logP=-5.18e+4, acc=0.429, steps=7, eff=1]
Iter: 35it [12:31, 84.21s/it, beta=1.07e-5, calls=23296, ESS=4005, logZ=-1.42, logP=-5.31e+4, acc=0.46, steps=8, eff=1] 
Iter: 35it [12:39, 84.21s/it, beta=1.07e-5, calls=23552, ESS=4005, logZ=-1.42, logP=-5.66e+4, acc=0.45, steps=9, eff=1]
Iter: 35it [12:48, 84.21s/it, beta=1.07e-5, calls=23808, ESS=4005, logZ=-1.42, logP=-5.9e+4, acc=0.483, steps=10, eff=1]
Iter: 35it [12:56, 84.21s/it, beta=1.07e-5, calls=24064, ESS=4005, logZ=-1.42, logP=-5.68e+4, acc=0.387, steps=11, eff=1]
Iter: 35it [13:05, 84.21s/it, beta=1.07e-5, calls=24320, ESS=4005, logZ=-1.42, logP=-5.91e+4, acc=0.454, steps=12, eff=1]
Iter: 35it [13:13, 84.21s/it, beta=1.07e-5, calls=24576, ESS=4005, logZ=-1.42, logP=-5.4e+4, acc=0.507, steps=13, eff=1] 
Iter: 35it [13:22, 84.21s/it, beta=1.07e-5, calls=24832, ESS=4005, logZ=-1.42, logP=-5.55e+4, acc=0.46, steps=14, eff=1]
Iter: 36it [13:22, 98.03s/it, beta=1.07e-5, calls=24832, ESS=4005, logZ=-1.42, logP=-5.55e+4, acc=0.46, steps=14, eff=1]
Iter: 36it [13:22, 98.03s/it, beta=1.26e-5, calls=24832, ESS=4014, logZ=-1.52, logP=-5.55e+4, acc=0.46, steps=14, eff=1]
Iter: 36it [13:31, 98.03s/it, beta=1.26e-5, calls=25088, ESS=4014, logZ=-1.52, logP=-5.09e+4, acc=0.565, steps=1, eff=1]
Iter: 36it [13:39, 98.03s/it, beta=1.26e-5, calls=25344, ESS=4014, logZ=-1.52, logP=-5.13e+4, acc=0.442, steps=2, eff=1]
Iter: 36it [13:48, 98.03s/it, beta=1.26e-5, calls=25600, ESS=4014, logZ=-1.52, logP=-5.55e+4, acc=0.471, steps=3, eff=1]
Iter: 36it [13:56, 98.03s/it, beta=1.26e-5, calls=25856, ESS=4014, logZ=-1.52, logP=-5.24e+4, acc=0.443, steps=4, eff=1]
Iter: 36it [14:05, 98.03s/it, beta=1.26e-5, calls=26112, ESS=4014, logZ=-1.52, logP=-5.24e+4, acc=0.449, steps=5, eff=1]
Iter: 36it [14:14, 98.03s/it, beta=1.26e-5, calls=26368, ESS=4014, logZ=-1.52, logP=-5.03e+4, acc=0.428, steps=6, eff=1]
Iter: 36it [14:22, 98.03s/it, beta=1.26e-5, calls=26624, ESS=4014, logZ=-1.52, logP=-5.43e+4, acc=0.444, steps=7, eff=1]
Iter: 36it [14:31, 98.03s/it, beta=1.26e-5, calls=26880, ESS=4014, logZ=-1.52, logP=-5.09e+4, acc=0.402, steps=8, eff=1]
Iter: 37it [14:31, 89.70s/it, beta=1.26e-5, calls=26880, ESS=4014, logZ=-1.52, logP=-5.09e+4, acc=0.402, steps=8, eff=1]
Iter: 37it [14:31, 89.70s/it, beta=1.5e-5, calls=26880, ESS=3988, logZ=-1.64, logP=-5.09e+4, acc=0.402, steps=8, eff=1] 
Iter: 37it [14:40, 89.70s/it, beta=1.5e-5, calls=27136, ESS=3988, logZ=-1.64, logP=-4.61e+4, acc=0.548, steps=1, eff=1]
Iter: 37it [14:48, 89.70s/it, beta=1.5e-5, calls=27392, ESS=3988, logZ=-1.64, logP=-4.39e+4, acc=0.495, steps=2, eff=1]
Iter: 37it [14:57, 89.70s/it, beta=1.5e-5, calls=27648, ESS=3988, logZ=-1.64, logP=-4.95e+4, acc=0.449, steps=3, eff=1]
Iter: 37it [15:05, 89.70s/it, beta=1.5e-5, calls=27904, ESS=3988, logZ=-1.64, logP=-4.81e+4, acc=0.442, steps=4, eff=1]
Iter: 37it [15:14, 89.70s/it, beta=1.5e-5, calls=28160, ESS=3988, logZ=-1.64, logP=-4.69e+4, acc=0.433, steps=5, eff=1]
Iter: 37it [15:23, 89.70s/it, beta=1.5e-5, calls=28416, ESS=3988, logZ=-1.64, logP=-4.41e+4, acc=0.431, steps=6, eff=1]
Iter: 37it [15:31, 89.70s/it, beta=1.5e-5, calls=28672, ESS=3988, logZ=-1.64, logP=-4.17e+4, acc=0.442, steps=7, eff=1]
